PRIM_STATE,NAICS_TITLE,OCC_TITLE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
US,Other Services (except Public Administration),Grounds Maintenance Workers,23370.0,28650.0,30760.0,38100.0,47800.0
WV,Cross-industry,Personal Care and Service Occupations,18600.0,20870.0,24360.0,30890.0,46160.0
US,Wholesale Trade,Building Cleaning and Pest Control Workers,22600.0,26650.0,30260.0,37050.0,44330.0
MO,Cross-industry,Management Occupations,37580.0,59650.0,91790.0,129570.0,183650.0
US,Cross-industry,"Supervisors of Farming, Fishing, and Forestry Workers",32400.0,38350.0,48640.0,63020.0,79050.0
ID,Cross-industry,Production Occupations,23720.0,29240.0,36740.0,47030.0,60310.0
US,Administrative and Support and Waste Management and Remediation Services,"Material Recording, Scheduling, Dispatching, and Distributing Workers",24410.0,29380.0,36190.0,43380.0,55310.0
US,Management of Companies and Enterprises,"Entertainers and Performers, Sports and Related Workers",60610.0,77450.0,98100.0,125010.0,160540.0
IA,Cross-industry,Management Occupations,46280.0,60470.0,90900.0,125940.0,164480.0
RI,Cross-industry,Sales and Related Occupations,24160.0,28930.0,36620.0,60920.0,97240.0
VT,Cross-industry,Sales and Related Occupations,24440.0,28580.0,30080.0,47600.0,65450.0
US,Construction,"Material Recording, Scheduling, Dispatching, and Distributing Workers",29820.0,36910.0,46870.0,59680.0,69950.0
US,Management of Companies and Enterprises,Information and Record Clerks,29690.0,36600.0,38240.0,47880.0,60230.0
US,Manufacturing,"Installation, Maintenance, and Repair Occupations",36910.0,46640.0,58790.0,65910.0,79310.0
TN,Cross-industry,Business and Financial Operations Occupations,36980.0,47470.0,61110.0,79560.0,102640.0
US,Real Estate and Rental and Leasing,Protective Service Occupations,24960.0,29860.0,37760.0,58690.0,62080.0
CA,Cross-industry,Business and Financial Operations Occupations,47040.0,60970.0,79330.0,103670.0,150110.0
US,Real Estate and Rental and Leasing,Business and Financial Operations Occupations,37620.0,48630.0,63970.0,93920.0,125520.0
IN,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22330.0,23850.0,29270.0,36560.0,45190.0
US,Health Care and Social Assistance,Production Occupations,19040.0,23250.0,29360.0,38200.0,60230.0
US,Utilities,Production Occupations,39920.0,60560.0,80740.0,102210.0,125910.0
US,"Mining, Quarrying, and Oil and Gas Extraction",Other Sales and Related Workers,57490.0,77480.0,99750.0,136490.0,164470.0
US,Retail Trade,Management Occupations,37740.0,49700.0,75950.0,107310.0,165030.0
AZ,Cross-industry,Legal Occupations,37530.0,48520.0,76880.0,103040.0,166040.0
MT,Cross-industry,Transportation and Material Moving Occupations,23120.0,29440.0,37670.0,48550.0,62680.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Life Scientists,43680.0,55310.0,73260.0,93000.0,115020.0
US,Management of Companies and Enterprises,Mathematical Science Occupations,60790.0,77500.0,99330.0,127110.0,158030.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Water Transportation Workers,38330.0,47100.0,59480.0,77640.0,101440.0
US,Management of Companies and Enterprises,Protective Service Occupations,30570.0,36760.0,48290.0,64730.0,98070.0
NV,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22450.0,23890.0,30020.0,38110.0,47870.0
US,Manufacturing,"Entertainers and Performers, Sports and Related Workers",24000.0,70150.0,99240.0,140410.0,167190.0
US,"Mining, Quarrying, and Oil and Gas Extraction","Arts, Design, Entertainment, Sports, and Media Occupations",48970.0,51240.0,80170.0,103870.0,130710.0
AL,Cross-industry,Legal Occupations,36480.0,47040.0,73410.0,122100.0,169260.0
MD,Cross-industry,Computer and Mathematical Occupations,56350.0,77740.0,102700.0,131990.0,166880.0
US,Health Care and Social Assistance,Sales and Related Occupations,22900.0,28350.0,37090.0,61840.0,82490.0
US,Wholesale Trade,"Forest, Conservation, and Logging Workers",23500.0,28820.0,32600.0,36360.0,50030.0
US,Management of Companies and Enterprises,Occupational Therapy and Physical Therapist Assistants and Aides,45690.0,60110.0,61560.0,76600.0,78490.0
WV,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,21230.0,22510.0,25470.0,30570.0,38470.0
US,Utilities,Sales and Related Occupations,35840.0,49500.0,79200.0,107490.0,131090.0
US,Administrative and Support and Waste Management and Remediation Services,Mathematical Science Occupations,46820.0,59270.0,78990.0,102450.0,146450.0
US,Other Services (except Public Administration),Healthcare Practitioners and Technical Occupations,29820.0,39350.0,60850.0,98920.0,125730.0
NE,Cross-industry,Management Occupations,46770.0,60870.0,94520.0,126780.0,165530.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Transportation and Material Moving Occupations,28920.0,37490.0,48890.0,64300.0,82090.0
US,Information,Office and Administrative Support Occupations,28470.0,34350.0,43400.0,59110.0,76340.0
US,Accommodation and Food Services,Religious Workers,30690.0,37220.0,37220.0,74620.0,202280.0
US,Administrative and Support and Waste Management and Remediation Services,"Life, Physical, and Social Science Occupations",33480.0,39060.0,52070.0,78110.0,107030.0
US,Accommodation and Food Services,"Installation, Maintenance, and Repair Occupations",23410.0,29130.0,36200.0,46750.0,60260.0
US,Accommodation and Food Services,Supervisors of Construction and Extraction Workers,30130.0,48110.0,52360.0,77010.0,79370.0
US,Information,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",37820.0,48040.0,61010.0,76900.0,83510.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Supervisors of Food Preparation and Serving Workers,30280.0,39020.0,51220.0,65640.0,79950.0
UT,Cross-industry,Transportation and Material Moving Occupations,23870.0,29560.0,36910.0,47880.0,61730.0
US,"Arts, Entertainment, and Recreation",Healthcare Support Occupations,24440.0,26050.0,45320.0,76340.0,118930.0
US,Administrative and Support and Waste Management and Remediation Services,Other Teachers and Instructors,24290.0,28790.0,30090.0,37720.0,53390.0
US,Finance and Insurance,Production Occupations,34830.0,38160.0,47960.0,65040.0,96410.0
OK,Cross-industry,Sales and Related Occupations,18110.0,22750.0,28790.0,38680.0,64580.0
US,"Professional, Scientific, and Technical Services",Construction Trades Workers,31790.0,38120.0,47610.0,62210.0,84060.0
US,Wholesale Trade,Protective Service Occupations,23000.0,28910.0,35850.0,46210.0,57780.0
US,Accommodation and Food Services,Material Moving Workers,22660.0,24630.0,30000.0,36940.0,45760.0
AR,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22880.0,23390.0,24800.0,29940.0,37700.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Other Installation, Maintenance, and Repair Occupations",29250.0,37060.0,47580.0,61380.0,77350.0
CA,Cross-industry,Educational Instruction and Library Occupations,30850.0,38630.0,62150.0,99160.0,127920.0
MS,Cross-industry,Sales and Related Occupations,17400.0,18430.0,23500.0,35940.0,53290.0
NM,Cross-industry,Healthcare Practitioners and Technical Occupations,36560.0,48710.0,76710.0,98660.0,154730.0
VT,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",29580.0,37020.0,48900.0,63380.0,98260.0
LA,Cross-industry,Transportation and Material Moving Occupations,20870.0,24770.0,34960.0,47470.0,63990.0
US,Health Care and Social Assistance,Food Preparation and Serving Related Occupations,22530.0,25100.0,29920.0,36470.0,45490.0
US,Utilities,Construction and Extraction Occupations,38340.0,57670.0,78210.0,98070.0,107550.0
US,Information,Production Occupations,24080.0,30070.0,40120.0,55550.0,75350.0
US,Health Care and Social Assistance,Agricultural Workers,19370.0,25770.0,29630.0,34600.0,45540.0
ND,Cross-industry,Transportation and Material Moving Occupations,28580.0,30830.0,44080.0,58890.0,75620.0
US,Retail Trade,Other Production Occupations,24120.0,29630.0,37370.0,48020.0,61340.0
AK,Cross-industry,Production Occupations,24150.0,29650.0,47440.0,62300.0,97320.0
OK,Cross-industry,Healthcare Support Occupations,18400.0,22970.0,28750.0,30420.0,38230.0
WI,Cross-industry,Legal Occupations,37290.0,47740.0,74730.0,127900.0,192160.0
US,Accommodation and Food Services,Management Occupations,34870.0,46480.0,59700.0,77940.0,116630.0
US,Wholesale Trade,Physical Scientists,50520.0,62410.0,82410.0,118770.0,155030.0
US,Information,Other Teachers and Instructors,29470.0,34690.0,43390.0,71490.0,83860.0
US,Administrative and Support and Waste Management and Remediation Services,Financial Clerks,28500.0,30280.0,37710.0,47460.0,59720.0
US,Transportation and Warehousing,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",35820.0,44690.0,57670.0,75860.0,95210.0
AZ,Cross-industry,Food Preparation and Serving Related Occupations,27140.0,28350.0,29500.0,36440.0,47740.0
US,Other Services (except Public Administration),Financial Specialists,38770.0,54940.0,73780.0,96570.0,123120.0
US,"Agriculture, Forestry, Fishing and Hunting",Protective Service Occupations,26580.0,28840.0,29670.0,36360.0,46430.0
US,Transportation and Warehousing,Building and Grounds Cleaning and Maintenance Occupations,28570.0,33980.0,41810.0,60540.0,61980.0
US,Retail Trade,Transportation and Material Moving Occupations,22910.0,24960.0,29810.0,36210.0,44210.0
US,Wholesale Trade,"Architects, Surveyors, and Cartographers",45030.0,53480.0,79570.0,100800.0,125580.0
IL,Cross-industry,Transportation and Material Moving Occupations,24180.0,29520.0,37090.0,47910.0,63500.0
MA,Cross-industry,Computer and Mathematical Occupations,61000.0,79080.0,102700.0,131610.0,167440.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Food and Beverage Serving Workers,21420.0,24360.0,30480.0,38450.0,46040.0
US,"Arts, Entertainment, and Recreation",Entertainment Attendants and Related Workers,18060.0,21600.0,24960.0,29760.0,35970.0
US,Information,Supervisors of Building and Grounds Cleaning and Maintenance Workers,29820.0,34350.0,37880.0,52890.0,77880.0
MO,Cross-industry,Computer and Mathematical Occupations,38900.0,54760.0,78110.0,102410.0,130320.0
US,Other Services (except Public Administration),Other Sales and Related Workers,24010.0,29870.0,36210.0,58880.0,86520.0
NV,Cross-industry,Sales and Related Occupations,22290.0,23080.0,29350.0,45770.0,72380.0
US,Information,Other Sales and Related Workers,26000.0,30310.0,59190.0,102430.0,155510.0
US,Construction,Firefighting and Prevention Workers,36980.0,45290.0,48170.0,60110.0,64420.0
US,Cross-industry,"Other Installation, Maintenance, and Repair Occupations",29350.0,36960.0,47230.0,60610.0,77440.0
CA,Cross-industry,"Life, Physical, and Social Science Occupations",39070.0,55610.0,79930.0,118510.0,148990.0
NY,Cross-industry,Food Preparation and Serving Related Occupations,27650.0,29040.0,30520.0,38420.0,50090.0
US,Educational Services,"Farming, Fishing, and Forestry Occupations",18880.0,29580.0,38160.0,48950.0,62860.0
NC,Cross-industry,Production Occupations,23540.0,29110.0,36410.0,46690.0,59610.0
US,Health Care and Social Assistance,Construction Trades Workers,37500.0,47240.0,60110.0,74460.0,79580.0
NV,Cross-industry,"Life, Physical, and Social Science Occupations",29680.0,39890.0,61510.0,81690.0,109100.0
US,Other Services (except Public Administration),Food and Beverage Serving Workers,17770.0,19520.0,23230.0,28670.0,34400.0
ND,Cross-industry,Personal Care and Service Occupations,18410.0,22930.0,28350.0,36090.0,46910.0
HI,Cross-industry,Personal Care and Service Occupations,23210.0,28560.0,30550.0,44200.0,58640.0
US,Real Estate and Rental and Leasing,Life Scientists,60360.0,62470.0,78330.0,90750.0,99130.0
CA,Cross-industry,Food Preparation and Serving Related Occupations,29280.0,29970.0,30910.0,36970.0,45430.0
US,Construction,Healthcare Support Occupations,29620.0,29970.0,37460.0,37920.0,38070.0
AR,Cross-industry,"Farming, Fishing, and Forestry Occupations",23290.0,28080.0,29670.0,38130.0,56990.0
TN,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",22680.0,29480.0,39060.0,61200.0,80540.0
NV,Cross-industry,Healthcare Support Occupations,22930.0,24460.0,29730.0,37290.0,46700.0
MD,Cross-industry,Educational Instruction and Library Occupations,29840.0,47000.0,61840.0,82150.0,103900.0
US,Educational Services,Other Protective Service Workers,22820.0,28690.0,31860.0,39980.0,50620.0
US,Retail Trade,Communications Equipment Operators,23230.0,27420.0,29240.0,30130.0,36540.0
US,Other Services (except Public Administration),Media and Communication Workers,36900.0,48120.0,62800.0,81580.0,124690.0
OH,Cross-industry,Construction and Extraction Occupations,30740.0,38300.0,48950.0,63590.0,78910.0
ME,Cross-industry,Construction and Extraction Occupations,35600.0,37550.0,47100.0,59380.0,63070.0
US,"Arts, Entertainment, and Recreation",Other Educational Instruction and Library Occupations,26240.0,30090.0,38010.0,48570.0,61310.0
PA,Cross-industry,Protective Service Occupations,24470.0,29790.0,45930.0,74280.0,90110.0
US,Wholesale Trade,Cooks and Food Preparation Workers,21420.0,24740.0,30730.0,36300.0,40410.0
US,Management of Companies and Enterprises,Healthcare Support Occupations,27960.0,29620.0,36300.0,38910.0,48510.0
US,Educational Services,Other Transportation Workers,19160.0,24830.0,30630.0,38340.0,48940.0
US,Health Care and Social Assistance,Financial Clerks,29700.0,36750.0,38720.0,47830.0,59840.0
NM,Cross-industry,Construction and Extraction Occupations,29150.0,36110.0,44980.0,59370.0,77000.0
US,Cross-industry,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",22550.0,26480.0,29620.0,35730.0,37720.0
US,Management of Companies and Enterprises,Transportation and Material Moving Occupations,26000.0,30110.0,37800.0,48850.0,75340.0
ME,Cross-industry,"Farming, Fishing, and Forestry Occupations",29460.0,30650.0,37940.0,46770.0,49920.0
US,Administrative and Support and Waste Management and Remediation Services,Business and Financial Operations Occupations,35900.0,46700.0,61350.0,88080.0,126780.0
US,Retail Trade,Construction and Extraction Occupations,29140.0,35580.0,44480.0,52440.0,67560.0
UT,Cross-industry,Business and Financial Operations Occupations,35450.0,47370.0,62020.0,81890.0,111900.0
US,Accommodation and Food Services,Top Executives,29240.0,43680.0,58690.0,78750.0,126000.0
US,Health Care and Social Assistance,Supervisors of Construction and Extraction Workers,37180.0,47470.0,60820.0,77620.0,98890.0
US,Manufacturing,"Drafters, Engineering Technicians, and Mapping Technicians",37700.0,47490.0,60220.0,75400.0,88230.0
US,Cross-industry,Other Healthcare Support Occupations,28780.0,30110.0,37370.0,46710.0,50260.0
US,Accommodation and Food Services,Other Office and Administrative Support Workers,22040.0,27890.0,31520.0,39190.0,49270.0
US,Retail Trade,Personal Appearance Workers,18870.0,23320.0,29850.0,37740.0,48300.0
US,"Agriculture, Forestry, Fishing and Hunting","Textile, Apparel, and Furnishings Workers",27270.0,27270.0,28350.0,29020.0,35840.0
US,"Arts, Entertainment, and Recreation",Other Protective Service Workers,19380.0,22420.0,28440.0,31250.0,38980.0
US,Real Estate and Rental and Leasing,Retail Sales Workers,23070.0,28800.0,30880.0,37840.0,47540.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",30380.0,38620.0,54420.0,76090.0,97540.0
WI,Cross-industry,Sales and Related Occupations,22240.0,24170.0,31770.0,57330.0,88460.0
US,Other Services (except Public Administration),Building and Grounds Cleaning and Maintenance Occupations,22440.0,26970.0,30230.0,37700.0,47360.0
ND,Cross-industry,Management Occupations,46490.0,60900.0,94120.0,126500.0,164720.0
US,Finance and Insurance,Protective Service Occupations,37610.0,46210.0,60820.0,77260.0,98070.0
WA,Cross-industry,Personal Care and Service Occupations,29410.0,29770.0,35000.0,46040.0,60250.0
DC,Cross-industry,Healthcare Practitioners and Technical Occupations,47130.0,61680.0,79810.0,120000.0,172490.0
US,Health Care and Social Assistance,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",30620.0,45290.0,59790.0,74170.0,80250.0
US,"Arts, Entertainment, and Recreation",Supervisors of Office and Administrative Support Workers,29710.0,37360.0,47540.0,61030.0,77630.0
US,Information,Construction and Extraction Occupations,43230.0,48370.0,71020.0,79720.0,100510.0
US,Construction,Engineers,51970.0,62410.0,78210.0,98890.0,126430.0
US,Manufacturing,"Architects, Surveyors, and Cartographers",48690.0,60550.0,73040.0,88470.0,112380.0
US,Management of Companies and Enterprises,Social Scientists and Related Workers,61080.0,77750.0,99340.0,134510.0,162800.0
US,Transportation and Warehousing,Supervisors of Office and Administrative Support Workers,44490.0,56390.0,62800.0,77150.0,92120.0
US,"Professional, Scientific, and Technical Services",Mathematical Science Occupations,58070.0,77030.0,101000.0,131340.0,167930.0
US,"Agriculture, Forestry, Fishing and Hunting",Construction and Extraction Occupations,29840.0,37820.0,47980.0,60500.0,74860.0
MI,Cross-industry,Office and Administrative Support Occupations,28230.0,30130.0,37720.0,47890.0,61030.0
IA,Cross-industry,Business and Financial Operations Occupations,38470.0,48870.0,62970.0,81220.0,103230.0
OH,Cross-industry,Transportation and Material Moving Occupations,23110.0,28910.0,36810.0,47250.0,60290.0
US,Cross-industry,Tour and Travel Guides,20950.0,24300.0,29780.0,37670.0,47800.0
US,"Professional, Scientific, and Technical Services","Farming, Fishing, and Forestry Occupations",27980.0,29810.0,37660.0,47580.0,60340.0
TN,Cross-industry,Office and Administrative Support Occupations,23390.0,29400.0,37080.0,47000.0,60350.0
SD,Cross-industry,"Installation, Maintenance, and Repair Occupations",32110.0,37250.0,47240.0,59970.0,76110.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Helpers, Construction Trades",29030.0,37130.0,48990.0,61900.0,65100.0
US,Administrative and Support and Waste Management and Remediation Services,Tour and Travel Guides,23810.0,29120.0,35850.0,45820.0,58060.0
UT,Cross-industry,Protective Service Occupations,22820.0,29610.0,45220.0,60530.0,78000.0
US,Other Services (except Public Administration),"Entertainers and Performers, Sports and Related Workers",24400.0,30740.0,48820.0,83720.0,182930.0
MS,Cross-industry,Business and Financial Operations Occupations,30220.0,38950.0,57530.0,77030.0,100390.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Assemblers and Fabricators,23580.0,29740.0,47310.0,76690.0,88460.0
US,Administrative and Support and Waste Management and Remediation Services,"Supervisors of Installation, Maintenance, and Repair Workers",40600.0,49370.0,62650.0,79820.0,100080.0
US,Cross-industry,Grounds Maintenance Workers,24300.0,29470.0,35460.0,38450.0,48200.0
SC,Cross-industry,Healthcare Support Occupations,19180.0,22930.0,28810.0,35210.0,39530.0
US,Utilities,Social Scientists and Related Workers,77450.0,83990.0,104940.0,135170.0,170890.0
US,Wholesale Trade,Transportation and Material Moving Occupations,28090.0,30380.0,37810.0,47590.0,59910.0
US,Real Estate and Rental and Leasing,"Helpers, Construction Trades",28920.0,34560.0,45850.0,50470.0,60150.0
AK,Cross-industry,Computer and Mathematical Occupations,47570.0,61200.0,79050.0,101060.0,127110.0
US,"Mining, Quarrying, and Oil and Gas Extraction","Farming, Fishing, and Forestry Occupations",23010.0,29390.0,37140.0,41430.0,59670.0
US,"Professional, Scientific, and Technical Services",Supervisors of Building and Grounds Cleaning and Maintenance Workers,30510.0,36750.0,48800.0,61390.0,77990.0
US,Other Services (except Public Administration),Rail Transportation Workers,38890.0,38980.0,44850.0,61870.0,123120.0
WV,Cross-industry,Transportation and Material Moving Occupations,22290.0,24240.0,30030.0,43000.0,59290.0
ME,Cross-industry,Educational Instruction and Library Occupations,29200.0,37080.0,48170.0,62870.0,78450.0
US,"Arts, Entertainment, and Recreation",Agricultural Workers,23030.0,25630.0,29530.0,37210.0,47290.0
AL,Cross-industry,Food Preparation and Serving Related Occupations,17290.0,17920.0,20690.0,26020.0,31180.0
US,Health Care and Social Assistance,Supervisors of Sales Workers,29140.0,36720.0,46910.0,59910.0,78340.0
ID,Cross-industry,Protective Service Occupations,23740.0,31530.0,47020.0,61830.0,78450.0
KY,Cross-industry,Protective Service Occupations,22660.0,27850.0,33370.0,47310.0,60460.0
US,Other Services (except Public Administration),"Helpers, Construction Trades",29190.0,29920.0,33240.0,37170.0,46550.0
US,Other Services (except Public Administration),Supervisors of Production Workers,29460.0,37360.0,48550.0,63330.0,85860.0
US,Manufacturing,Computer Occupations,57380.0,77750.0,101510.0,131660.0,168520.0
US,Real Estate and Rental and Leasing,Motor Vehicle Operators,23570.0,29250.0,36940.0,47960.0,58520.0
AK,Cross-industry,Construction and Extraction Occupations,38110.0,48090.0,62520.0,80370.0,102250.0
US,Retail Trade,Other Educational Instruction and Library Occupations,20900.0,22430.0,35340.0,53340.0,99150.0
ND,Cross-industry,Sales and Related Occupations,23100.0,28650.0,36380.0,48830.0,77580.0
US,Administrative and Support and Waste Management and Remediation Services,Supervisors of Transportation and Material Moving Workers,32290.0,42180.0,57400.0,75390.0,89350.0
MT,Cross-industry,Healthcare Support Occupations,23310.0,28620.0,29530.0,36940.0,45300.0
HI,Cross-industry,Food Preparation and Serving Related Occupations,23010.0,24980.0,30140.0,39250.0,58920.0
US,"Arts, Entertainment, and Recreation",Life Scientists,30180.0,37780.0,48800.0,62160.0,81910.0
AK,Cross-industry,"Life, Physical, and Social Science Occupations",41100.0,52480.0,74870.0,97840.0,123230.0
VT,Cross-industry,Computer and Mathematical Occupations,47370.0,60360.0,77500.0,100690.0,130640.0
US,Manufacturing,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",37800.0,48420.0,61890.0,77800.0,97630.0
NH,Cross-industry,"Installation, Maintenance, and Repair Occupations",31020.0,38500.0,49020.0,62650.0,79560.0
CO,Cross-industry,Healthcare Support Occupations,28630.0,29690.0,36100.0,38220.0,47860.0
US,Manufacturing,Supervisors of Building and Grounds Cleaning and Maintenance Workers,37320.0,45780.0,55550.0,66390.0,77780.0
TX,Cross-industry,Office and Administrative Support Occupations,23740.0,29440.0,37220.0,47530.0,60950.0
US,Transportation and Warehousing,Other Transportation Workers,28080.0,29360.0,36780.0,48060.0,73250.0
US,Educational Services,Supervisors of Office and Administrative Support Workers,38380.0,48380.0,60940.0,76850.0,96300.0
US,Management of Companies and Enterprises,"Other Installation, Maintenance, and Repair Occupations",29890.0,37720.0,48040.0,61630.0,78740.0
AL,Cross-industry,Production Occupations,22520.0,28170.0,36090.0,47330.0,61380.0
KY,Cross-industry,Sales and Related Occupations,17920.0,22450.0,28590.0,45020.0,72980.0
US,Construction,Production Occupations,30280.0,37610.0,47640.0,60960.0,78410.0
US,Information,"Supervisors of Installation, Maintenance, and Repair Workers",60550.0,73290.0,79470.0,98680.0,117360.0
US,Management of Companies and Enterprises,"Material Recording, Scheduling, Dispatching, and Distributing Workers",29380.0,37130.0,47530.0,60590.0,75940.0
US,Real Estate and Rental and Leasing,Other Teachers and Instructors,26000.0,26000.0,26000.0,31630.0,47330.0
US,Wholesale Trade,Legal Support Workers,32800.0,37300.0,46910.0,76330.0,97210.0
US,Utilities,Agricultural Workers,30140.0,35840.0,38240.0,45360.0,47840.0
US,"Agriculture, Forestry, Fishing and Hunting",Retail Sales Workers,23280.0,26680.0,29260.0,34710.0,37140.0
US,Construction,Computer and Mathematical Occupations,38480.0,49830.0,74500.0,98840.0,126330.0
SD,Cross-industry,Architecture and Engineering Occupations,41700.0,48960.0,74900.0,95520.0,120390.0
US,Educational Services,Financial Clerks,29950.0,37270.0,46910.0,49530.0,61650.0
US,Accommodation and Food Services,Other Healthcare Support Occupations,18730.0,23260.0,29670.0,38210.0,75410.0
US,Cross-industry,Business Operations Specialists,38740.0,50490.0,76040.0,99450.0,129020.0
US,Information,"Material Recording, Scheduling, Dispatching, and Distributing Workers",30020.0,37250.0,46910.0,59190.0,73040.0
WA,Cross-industry,Educational Instruction and Library Occupations,35760.0,44850.0,61190.0,81740.0,100720.0
US,Construction,Educational Instruction and Library Occupations,34700.0,35670.0,40810.0,60760.0,73390.0
CA,Cross-industry,Healthcare Support Occupations,29620.0,29670.0,29880.0,37190.0,48000.0
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Baggage Porters, Bellhops, and Concierges",24740.0,28380.0,29350.0,36530.0,39010.0
US,Management of Companies and Enterprises,Building and Grounds Cleaning and Maintenance Occupations,23750.0,28590.0,31030.0,38650.0,57340.0
US,Utilities,Art and Design Workers,48930.0,64280.0,83310.0,99010.0,102160.0
US,Construction,Supervisors of Office and Administrative Support Workers,38200.0,47650.0,60560.0,77250.0,98070.0
US,Transportation and Warehousing,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",38440.0,49370.0,69280.0,80690.0,96830.0
US,Accommodation and Food Services,Building Cleaning and Pest Control Workers,19940.0,23010.0,28220.0,30460.0,37490.0
US,Utilities,Firefighting and Prevention Workers,80510.0,101230.0,123000.0,125640.0,133350.0
US,Real Estate and Rental and Leasing,"Life, Physical, and Social Science Occupations",39760.0,49100.0,62470.0,82400.0,125930.0
MS,Cross-industry,Transportation and Material Moving Occupations,21620.0,26140.0,30000.0,44780.0,60040.0
US,Utilities,Other Management Occupations,93060.0,108610.0,131620.0,164060.0,205800.0
ID,Cross-industry,Construction and Extraction Occupations,29490.0,36410.0,44320.0,49540.0,62580.0
US,Wholesale Trade,Information and Record Clerks,29170.0,35110.0,38570.0,48090.0,60490.0
US,Manufacturing,Other Sales and Related Workers,29150.0,36360.0,60880.0,101030.0,142990.0
US,Manufacturing,"Textile, Apparel, and Furnishings Workers",22990.0,28370.0,30090.0,37170.0,46230.0
US,Transportation and Warehousing,Office and Administrative Support Occupations,29950.0,37430.0,46570.0,61220.0,67230.0
NM,Cross-industry,Food Preparation and Serving Related Occupations,21840.0,22290.0,23750.0,28980.0,35530.0
OK,Cross-industry,Food Preparation and Serving Related Occupations,17490.0,18270.0,22290.0,28350.0,33730.0
NC,Cross-industry,"Farming, Fishing, and Forestry Occupations",18930.0,24750.0,31700.0,40280.0,48520.0
AZ,Cross-industry,Transportation and Material Moving Occupations,28460.0,29800.0,36860.0,47040.0,60540.0
WA,Cross-industry,Production Occupations,30280.0,37120.0,46550.0,60710.0,79280.0
US,Transportation and Warehousing,Plant and System Operators,59900.0,65000.0,78500.0,91210.0,100480.0
US,Utilities,Mathematical Science Occupations,61400.0,76620.0,97470.0,128880.0,150560.0
US,Construction,Material Moving Workers,29200.0,34560.0,43200.0,59910.0,78390.0
US,Information,Healthcare Support Occupations,29640.0,33730.0,36780.0,48510.0,49250.0
US,Educational Services,Other Production Occupations,23800.0,32860.0,46970.0,60570.0,76050.0
US,Real Estate and Rental and Leasing,"Sales Representatives, Services",29810.0,38620.0,59390.0,80320.0,122950.0
US,Utilities,Other Production Occupations,37270.0,59010.0,78640.0,92870.0,98540.0
US,Manufacturing,Other Personal Care and Service Workers,23680.0,28350.0,32500.0,38480.0,48530.0
US,Management of Companies and Enterprises,"Life, Physical, and Social Science Technicians",37540.0,47850.0,61400.0,79220.0,102720.0
US,Educational Services,Occupational Therapy and Physical Therapist Assistants and Aides,30230.0,38850.0,49340.0,61880.0,76880.0
US,Accommodation and Food Services,Health Technologists and Technicians,24910.0,29120.0,35140.0,42620.0,47930.0
CO,Cross-industry,Production Occupations,29330.0,32550.0,38200.0,49040.0,65950.0
US,Cross-industry,"Life, Physical, and Social Science Technicians",30870.0,37820.0,48370.0,62040.0,79720.0
CO,Cross-industry,"Life, Physical, and Social Science Occupations",39830.0,57760.0,77470.0,101180.0,131600.0
US,Real Estate and Rental and Leasing,Food and Beverage Serving Workers,19570.0,23650.0,28190.0,31300.0,37950.0
US,Accommodation and Food Services,Operations Specialties Managers,57590.0,68410.0,94090.0,125770.0,162810.0
NC,Cross-industry,Personal Care and Service Occupations,17730.0,21580.0,27450.0,36910.0,48360.0
US,Administrative and Support and Waste Management and Remediation Services,Top Executives,39540.0,59520.0,88470.0,130750.0,207960.0
GA,Cross-industry,Community and Social Service Occupations,27400.0,36430.0,46600.0,61400.0,80040.0
US,Other Services (except Public Administration),Other Teachers and Instructors,24820.0,29650.0,37600.0,59070.0,95510.0
